NO;nama provinsi;nama kabupaten kota;jenis tempat hiburan;jumlah tempat hiburan;tahun
359;JAWA BARAT;KABUPATEN PANGANDARAN;KARAOKE/BAR;0;2016
360;JAWA BARAT;KABUPATEN PANGANDARAN;PANTI PIJAT;0;2016
361;JAWA BARAT;KOTA BOGOR;NIGHT CLUB;0;2016
362;JAWA BARAT;KOTA BOGOR;PUB;0;2016
363;JAWA BARAT;KOTA BOGOR;DISKOTIK;0;2016
364;JAWA BARAT;KOTA BOGOR;KARAOKE/BAR;7;2016
365;JAWA BARAT;KOTA BOGOR;PANTI PIJAT;0;2016
366;JAWA BARAT;KOTA SUKABUMI;NIGHT CLUB;0;2016
367;JAWA BARAT;KOTA SUKABUMI;PUB;0;2016
368;JAWA BARAT;KOTA SUKABUMI;DISKOTIK;1;2016
369;JAWA BARAT;KOTA SUKABUMI;KARAOKE/BAR;8;2016
370;JAWA BARAT;KOTA SUKABUMI;PANTI PIJAT;0;2016
371;JAWA BARAT;KOTA BANDUNG;NIGHT CLUB;6;2016
372;JAWA BARAT;KOTA BANDUNG;PUB;98;2016
373;JAWA BARAT;KOTA BANDUNG;DISKOTIK;2;2016
374;JAWA BARAT;KOTA BANDUNG;KARAOKE/BAR;20;2016
375;JAWA BARAT;KOTA BANDUNG;PANTI PIJAT;33;2016
376;JAWA BARAT;KOTA CIREBON;NIGHT CLUB;0;2016
377;JAWA BARAT;KOTA CIREBON;PUB;0;2016
378;JAWA BARAT;KOTA CIREBON;DISKOTIK;0;2016
379;JAWA BARAT;KOTA CIREBON;KARAOKE/BAR;9;2016
380;JAWA BARAT;KOTA CIREBON;PANTI PIJAT;5;2016
381;JAWA BARAT;KOTA BEKASI;NIGHT CLUB;0;2016
382;JAWA BARAT;KOTA BEKASI;PUB;0;2016
383;JAWA BARAT;KOTA BEKASI;DISKOTIK;1;2016
384;JAWA BARAT;KOTA BEKASI;KARAOKE/BAR;3;2016
385;JAWA BARAT;KOTA BEKASI;PANTI PIJAT;0;2016
386;JAWA BARAT;KOTA DEPOK;NIGHT CLUB;0;2016
387;JAWA BARAT;KOTA DEPOK;PUB;0;2016
388;JAWA BARAT;KOTA DEPOK;DISKOTIK;0;2016
389;JAWA BARAT;KOTA DEPOK;KARAOKE/BAR;4;2016
390;JAWA BARAT;KOTA DEPOK;PANTI PIJAT;0;2016
391;JAWA BARAT;KOTA CIMAHI;NIGHT CLUB;0;2016
392;JAWA BARAT;KOTA CIMAHI;PUB;0;2016
393;JAWA BARAT;KOTA CIMAHI;DISKOTIK;0;2016
394;JAWA BARAT;KOTA CIMAHI;KARAOKE/BAR;0;2016
395;JAWA BARAT;KOTA CIMAHI;PANTI PIJAT;0;2016
396;JAWA BARAT;KOTA TASIKMALAYA;NIGHT CLUB;0;2016
397;JAWA BARAT;KOTA TASIKMALAYA;PUB;0;2016
398;JAWA BARAT;KOTA TASIKMALAYA;DISKOTIK;0;2016
399;JAWA BARAT;KOTA TASIKMALAYA;KARAOKE/BAR;3;2016
400;JAWA BARAT;KOTA TASIKMALAYA;PANTI PIJAT;0;2016
401;JAWA BARAT;KOTA BANJAR;NIGHT CLUB;0;2016
402;JAWA BARAT;KOTA BANJAR;PUB;0;2016
403;JAWA BARAT;KOTA BANJAR;DISKOTIK;0;2016
404;JAWA BARAT;KOTA BANJAR;KARAOKE/BAR;0;2016
405;JAWA BARAT;KOTA BANJAR;PANTI PIJAT;0;2016
406;JAWA BARAT;KABUPATEN BOGOR;NIGHT CLUB;0;2017
407;JAWA BARAT;KABUPATEN BOGOR;PUB;0;2017
408;JAWA BARAT;KABUPATEN BOGOR;DISKOTIK;0;2017
409;JAWA BARAT;KABUPATEN BOGOR;KARAOKE/BAR;0;2017
410;JAWA BARAT;KABUPATEN BOGOR;PANTI PIJAT;43;2017
411;JAWA BARAT;KABUPATEN SUKABUMI;NIGHT CLUB;0;2017
412;JAWA BARAT;KABUPATEN SUKABUMI;PUB;0;2017
413;JAWA BARAT;KABUPATEN SUKABUMI;DISKOTIK;0;2017
414;JAWA BARAT;KABUPATEN SUKABUMI;KARAOKE/BAR;0;2017
415;JAWA BARAT;KABUPATEN SUKABUMI;PANTI PIJAT;0;2017
416;JAWA BARAT;KABUPATEN CIANJUR;NIGHT CLUB;0;2017
417;JAWA BARAT;KABUPATEN CIANJUR;PUB;0;2017
418;JAWA BARAT;KABUPATEN CIANJUR;DISKOTIK;2;2017
419;JAWA BARAT;KABUPATEN CIANJUR;KARAOKE/BAR;8;2017
420;JAWA BARAT;KABUPATEN CIANJUR;PANTI PIJAT;0;2017
421;JAWA BARAT;KABUPATEN BANDUNG;NIGHT CLUB;0;2017
422;JAWA BARAT;KABUPATEN BANDUNG;PUB;0;2017
423;JAWA BARAT;KABUPATEN BANDUNG;DISKOTIK;0;2017
424;JAWA BARAT;KABUPATEN BANDUNG;KARAOKE/BAR;1;2017
425;JAWA BARAT;KABUPATEN BANDUNG;PANTI PIJAT;0;2017
426;JAWA BARAT;KABUPATEN GARUT;NIGHT CLUB;0;2017
427;JAWA BARAT;KABUPATEN GARUT;PUB;0;2017
428;JAWA BARAT;KABUPATEN GARUT;DISKOTIK;0;2017
429;JAWA BARAT;KABUPATEN GARUT;KARAOKE/BAR;1;2017
430;JAWA BARAT;KABUPATEN GARUT;PANTI PIJAT;0;2017
431;JAWA BARAT;KABUPATEN TASIKMALAYA;NIGHT CLUB;0;2017
432;JAWA BARAT;KABUPATEN TASIKMALAYA;PUB;0;2017
433;JAWA BARAT;KABUPATEN TASIKMALAYA;DISKOTIK;0;2017
434;JAWA BARAT;KABUPATEN TASIKMALAYA;KARAOKE/BAR;0;2017
435;JAWA BARAT;KABUPATEN TASIKMALAYA;PANTI PIJAT;0;2017
436;JAWA BARAT;KABUPATEN CIAMIS;NIGHT CLUB;0;2017
437;JAWA BARAT;KABUPATEN CIAMIS;PUB;0;2017
438;JAWA BARAT;KABUPATEN CIAMIS;DISKOTIK;0;2017
439;JAWA BARAT;KABUPATEN CIAMIS;KARAOKE/BAR;3;2017
440;JAWA BARAT;KABUPATEN CIAMIS;PANTI PIJAT;0;2017
441;JAWA BARAT;KABUPATEN KUNINGAN;NIGHT CLUB;0;2017
442;JAWA BARAT;KABUPATEN KUNINGAN;PUB;0;2017
443;JAWA BARAT;KABUPATEN KUNINGAN;DISKOTIK;0;2017
444;JAWA BARAT;KABUPATEN KUNINGAN;KARAOKE/BAR;0;2017
445;JAWA BARAT;KABUPATEN KUNINGAN;PANTI PIJAT;0;2017
446;JAWA BARAT;KABUPATEN CIREBON;NIGHT CLUB;0;2017
447;JAWA BARAT;KABUPATEN CIREBON;PUB;1;2017
448;JAWA BARAT;KABUPATEN CIREBON;DISKOTIK;0;2017
449;JAWA BARAT;KABUPATEN CIREBON;KARAOKE/BAR;1;2017
450;JAWA BARAT;KABUPATEN CIREBON;PANTI PIJAT;0;2017
451;JAWA BARAT;KABUPATEN MAJALENGKA;NIGHT CLUB;0;2017
452;JAWA BARAT;KABUPATEN MAJALENGKA;PUB;0;2017
453;JAWA BARAT;KABUPATEN MAJALENGKA;DISKOTIK;1;2017
454;JAWA BARAT;KABUPATEN MAJALENGKA;KARAOKE/BAR;1;2017
455;JAWA BARAT;KABUPATEN MAJALENGKA;PANTI PIJAT;0;2017
456;JAWA BARAT;KABUPATEN SUMEDANG;NIGHT CLUB;0;2017
457;JAWA BARAT;KABUPATEN SUMEDANG;PUB;0;2017
458;JAWA BARAT;KABUPATEN SUMEDANG;DISKOTIK;0;2017
459;JAWA BARAT;KABUPATEN SUMEDANG;KARAOKE/BAR;3;2017
460;JAWA BARAT;KABUPATEN SUMEDANG;PANTI PIJAT;0;2017
461;JAWA BARAT;KABUPATEN INDRAMAYU;NIGHT CLUB;0;2017
462;JAWA BARAT;KABUPATEN INDRAMAYU;PUB;0;2017
463;JAWA BARAT;KABUPATEN INDRAMAYU;DISKOTIK;0;2017
464;JAWA BARAT;KABUPATEN INDRAMAYU;KARAOKE/BAR;2;2017
465;JAWA BARAT;KABUPATEN INDRAMAYU;PANTI PIJAT;0;2017
466;JAWA BARAT;KABUPATEN SUBANG;NIGHT CLUB;0;2017
467;JAWA BARAT;KABUPATEN SUBANG;PUB;0;2017
468;JAWA BARAT;KABUPATEN SUBANG;DISKOTIK;0;2017
469;JAWA BARAT;KABUPATEN SUBANG;KARAOKE/BAR;17;2017
470;JAWA BARAT;KABUPATEN SUBANG;PANTI PIJAT;1;2017
471;JAWA BARAT;KABUPATEN PURWAKARTA;NIGHT CLUB;0;2017
472;JAWA BARAT;KABUPATEN PURWAKARTA;PUB;0;2017
473;JAWA BARAT;KABUPATEN PURWAKARTA;DISKOTIK;0;2017
474;JAWA BARAT;KABUPATEN PURWAKARTA;KARAOKE/BAR;8;2017
475;JAWA BARAT;KABUPATEN PURWAKARTA;PANTI PIJAT;0;2017
476;JAWA BARAT;KABUPATEN KARAWANG;NIGHT CLUB;0;2017
477;JAWA BARAT;KABUPATEN KARAWANG;PUB;0;2017
478;JAWA BARAT;KABUPATEN KARAWANG;DISKOTIK;0;2017
479;JAWA BARAT;KABUPATEN KARAWANG;KARAOKE/BAR;15;2017
480;JAWA BARAT;KABUPATEN KARAWANG;PANTI PIJAT;10;2017
481;JAWA BARAT;KABUPATEN BEKASI;NIGHT CLUB;0;2017
482;JAWA BARAT;KABUPATEN BEKASI;PUB;1;2017
483;JAWA BARAT;KABUPATEN BEKASI;DISKOTIK;0;2017
484;JAWA BARAT;KABUPATEN BEKASI;KARAOKE/BAR;25;2017
485;JAWA BARAT;KABUPATEN BEKASI;PANTI PIJAT;7;2017
486;JAWA BARAT;KABUPATEN BANDUNG BARAT;NIGHT CLUB;0;2017
487;JAWA BARAT;KABUPATEN BANDUNG BARAT;PUB;0;2017
488;JAWA BARAT;KABUPATEN BANDUNG BARAT;DISKOTIK;0;2017
489;JAWA BARAT;KABUPATEN BANDUNG BARAT;KARAOKE/BAR;2;2017
490;JAWA BARAT;KABUPATEN BANDUNG BARAT;PANTI PIJAT;0;2017
491;JAWA BARAT;KABUPATEN PANGANDARAN;NIGHT CLUB;0;2017
492;JAWA BARAT;KABUPATEN PANGANDARAN;PUB;0;2017
493;JAWA BARAT;KABUPATEN PANGANDARAN;DISKOTIK;0;2017
494;JAWA BARAT;KABUPATEN PANGANDARAN;KARAOKE/BAR;2;2017
495;JAWA BARAT;KABUPATEN PANGANDARAN;PANTI PIJAT;5;2017
496;JAWA BARAT;KOTA BOGOR;NIGHT CLUB;0;2017
497;JAWA BARAT;KOTA BOGOR;PUB;0;2017
498;JAWA BARAT;KOTA BOGOR;DISKOTIK;0;2017
499;JAWA BARAT;KOTA BOGOR;KARAOKE/BAR;7;2017
500;JAWA BARAT;KOTA BOGOR;PANTI PIJAT;0;2017
501;JAWA BARAT;KOTA SUKABUMI;NIGHT CLUB;0;2017
502;JAWA BARAT;KOTA SUKABUMI;PUB;0;2017
503;JAWA BARAT;KOTA SUKABUMI;DISKOTIK;1;2017
504;JAWA BARAT;KOTA SUKABUMI;KARAOKE/BAR;8;2017
505;JAWA BARAT;KOTA SUKABUMI;PANTI PIJAT;0;2017
506;JAWA BARAT;KOTA BANDUNG;NIGHT CLUB;6;2017
507;JAWA BARAT;KOTA BANDUNG;PUB;98;2017
508;JAWA BARAT;KOTA BANDUNG;DISKOTIK;2;2017
509;JAWA BARAT;KOTA BANDUNG;KARAOKE/BAR;20;2017
510;JAWA BARAT;KOTA BANDUNG;PANTI PIJAT;33;2017
511;JAWA BARAT;KOTA CIREBON;NIGHT CLUB;0;2017
512;JAWA BARAT;KOTA CIREBON;PUB;3;2017
513;JAWA BARAT;KOTA CIREBON;DISKOTIK;0;2017
514;JAWA BARAT;KOTA CIREBON;KARAOKE/BAR;13;2017
515;JAWA BARAT;KOTA CIREBON;PANTI PIJAT;9;2017
516;JAWA BARAT;KOTA BEKASI;NIGHT CLUB;0;2017
517;JAWA BARAT;KOTA BEKASI;PUB;0;2017
518;JAWA BARAT;KOTA BEKASI;DISKOTIK;1;2017
519;JAWA BARAT;KOTA BEKASI;KARAOKE/BAR;3;2017
520;JAWA BARAT;KOTA BEKASI;PANTI PIJAT;0;2017
521;JAWA BARAT;KOTA DEPOK;NIGHT CLUB;0;2017
522;JAWA BARAT;KOTA DEPOK;PUB;0;2017
523;JAWA BARAT;KOTA DEPOK;DISKOTIK;0;2017
524;JAWA BARAT;KOTA DEPOK;KARAOKE/BAR;4;2017
525;JAWA BARAT;KOTA DEPOK;PANTI PIJAT;0;2017
526;JAWA BARAT;KOTA CIMAHI;NIGHT CLUB;0;2017
527;JAWA BARAT;KOTA CIMAHI;PUB;0;2017
528;JAWA BARAT;KOTA CIMAHI;DISKOTIK;0;2017
529;JAWA BARAT;KOTA CIMAHI;KARAOKE/BAR;0;2017
530;JAWA BARAT;KOTA CIMAHI;PANTI PIJAT;0;2017
531;JAWA BARAT;KOTA TASIKMALAYA;NIGHT CLUB;0;2017
532;JAWA BARAT;KOTA TASIKMALAYA;PUB;0;2017
533;JAWA BARAT;KOTA TASIKMALAYA;DISKOTIK;0;2017
534;JAWA BARAT;KOTA TASIKMALAYA;KARAOKE/BAR;3;2017
535;JAWA BARAT;KOTA TASIKMALAYA;PANTI PIJAT;0;2017
536;JAWA BARAT;KOTA BANJAR;NIGHT CLUB;0;2017
537;JAWA BARAT;KOTA BANJAR;PUB;0;2017
538;JAWA BARAT;KOTA BANJAR;DISKOTIK;0;2017
539;JAWA BARAT;KOTA BANJAR;KARAOKE/BAR;0;2017
540;JAWA BARAT;KOTA BANJAR;PANTI PIJAT;0;2017
541;JAWA BARAT;KABUPATEN BOGOR;NIGHT CLUB;0;2018
542;JAWA BARAT;KABUPATEN BOGOR;PUB;0;2018
543;JAWA BARAT;KABUPATEN BOGOR;DISKOTIK;0;2018
544;JAWA BARAT;KABUPATEN BOGOR;KARAOKE/BAR;0;2018
545;JAWA BARAT;KABUPATEN BOGOR;PANTI PIJAT;0;2018
546;JAWA BARAT;KABUPATEN SUKABUMI;NIGHT CLUB;0;2018
547;JAWA BARAT;KABUPATEN SUKABUMI;PUB;0;2018
548;JAWA BARAT;KABUPATEN SUKABUMI;DISKOTIK;0;2018
549;JAWA BARAT;KABUPATEN SUKABUMI;KARAOKE/BAR;0;2018
